book,ground_truth,model_output,verse_gt,predicted_verse,chapter_gt,predicted_chapter,rouge_l,bert_f1,cos_sim,bleu,context recall,faithfulness
Bhagwad Gita,"According to Bhagavad Gita, Chapter 18, Verse 52, Lord Krishna states: ""Dwelling in solitude, eating sparingly, with speech, body, and mind subdued, always engaged in meditation and concentration, and resorting to dispassion."" This verse highlights the importance of solitude in attaining Brahman.

The sloka associated with this answer is:
विविक्तसेवी लघ्वाशी यतवाक्कायमानसः| ध्यानयोगपरो नित्यं वैराग्यं समुपाश्रितः || 18.52 || ","{'generation': 'Yes, solitude helps in attaining Brahman, as stated in Bhagavad Gita, Chapter 18, Verse 52, which emphasizes the importance of dwelling in solitude to achieve spiritual growth and ultimately attain Brahman.', 'extracted_info': 'Relevant Information: Chapter: 18 Verse: 52 Sanskrit Slokas: विविक्तसेवी लघ्वाशी यतवाक्कायमानसः| ध्यानयोगपरो नित्यं वैराग्यं समुपाश्रितः || 18.52 ||', 'documents': [Document(metadata={'relevance_score': 0.9999678}, page_content='Chapter 18, Verse 52:\nSanskrit_Slokas: विविक्तसेवी लघ्वाशी यतवाक्कायमानसः| ध्यानयोगपरो नित्यं वैराग्यं समुपाश्रितः || 18.52 || \nTranslation: Dwelling in solitude, eating sparingly, with speech, body, and mind subdued, always engaged in meditation and concentration, and resorting to dispassion. Question: Does solitude help in attaining Brahman? Augmented Response: According to Bhagavad Gita, Chapter 18, Verse 52, Lord Krishna states: ""Dwelling in solitude, eating sparingly, with speech, body, and mind subdued, always engaged in meditation and concentration, and resorting to dispassion."" This verse highlights the importance of solitude in attaining Brahman.'), Document(metadata={'relevance_score': 0.9935369}, page_content='Question: Does solitude help in spiritual growth? Augmented Response: According to Chapter 13, Verse 10 of the Bhagavad Gita, भगवान says: ""Unswerving devotion to Me through the Yoga of non-separation, resorting to solitary places, and a distaste for the company of people."" This verse suggests that solitude can indeed be beneficial for spiritual growth, as it enables one to focus on divine devotion and separation from worldly attachments. The sloka associated with this answer is:\nमयि चानन्ययोगेन भक्ितरव्यभिचारिणी| विविक्तदेशसेवित्वमरतिर्जनसंसदि || 13.10 || ')]}",52,52,18,18,0.41860464629529476,0.906703531742096,0.83670545,0.1311942600922536,[1.0],[1.0]
Bhagwad Gita,"According to Bhagavad Gita Chapter 8, Verse 19, spoken by भगवान (God), it is not explicitly stated what makes a soul born again and again. The verse simply describes the process of reincarnation, stating that the multitude of beings helplessly dissolves into the Unmanifested at night and comes forth at day. The cause of reincarnation is not explicitly mentioned in this verse.

The sloka associated with this answer is:
भूतग्रामः स एवायं भूत्वा भूत्वा प्रलीयते| रात्र्यागमेऽवशः पार्थ प्रभवत्यहरागमे || 8.19 || ","{'generation': 'According to the Bhagavad Gita, the reason behind a soul being born again and again is not explicitly stated. The scripture describes the process of reincarnation, but the underlying cause is not mentioned.', 'extracted_info': 'Relevant Information: Chapter: 8 Verse: 19 Sanskrit Slokas: भूतग्रामः स एवायं भूत्वा भूत्वा प्रलीयते| रात्र्यागमेऽवशः पार्थ प्रभवत्यहरागमे || 8.19 ||', 'documents': [Document(metadata={'relevance_score': 0.99964714}, page_content='Chapter 8, Verse 19:\nSanskrit_Slokas: भूतग्रामः स एवायं भूत्वा भूत्वा प्रलीयते| रात्र्यागमेऽवशः पार्थ प्रभवत्यहरागमे || 8.19 || \nTranslation: This same multitude of beings, being born again and again, helplessly dissolves, O Arjuna, into the Unmanifested at the coming of the night and comes forth at the coming of the day. Question: What makes a soul born again and again? Augmented Response: According to Bhagavad Gita Chapter 8, Verse 19, spoken by भगवान (God), it is not explicitly stated what makes a soul born again and again. The verse simply describes the process of reincarnation, stating that the multitude of beings helplessly dissolves into the Unmanifested at night and comes forth at day.'), Document(metadata={'relevance_score': 0.13195427}, page_content='In other words, the soul or Atman migrates from one physical body to another after the death of the current body. The sloka associated with this answer is:\nदेहिनोऽस्मिन्यथा देहे कौमारं यौवनं जरा| तथा देहान्तरप्राप्तिर्धीरस्तत्र न मुह्यति || 2.13 || '), Document(metadata={'relevance_score': 0.003976228}, page_content='This indicates that the soul or Self is eternal and continues to exist beyond the physical body. The sloka associated with this answer is:\n न त्वेवाहं जातु नासं न त्वं नेमे जनाधिपाः| न चैव न भविष्यामः सर्वे वयमतः परम् || 2.12 || ')]}",19,19,8,8,0.3246753197773656,0.8035891652107239,0.6733701,0.053763019493600656,[1.0],[0.42857142857142855]
Bhagwad Gita,"According to Bhagavad Gita Chapter 4, Verse 38, the best or highest purifier is knowledge (ज्ञान).

The sloka associated with this answer is:
न हि ज्ञानेन सदृशं पवित्रमिह विद्यते| तत्स्वयं योगसंसिद्धः कालेनात्मनि विन्दति || 4.38 ||  ","{'generation': 'According to Bhagavad Gita Chapter 4, Verse 38, the best or highest purifier is knowledge (ज्ञान).', 'extracted_info': 'Relevant Information: Chapter: 4 Verse: 38 Sanskrit Slokas: न हि ज्ञानेन सदृशं पवित्रमिह विद्यते| तत्स्वयं योगसंसिद्धः कालेनात्मनि विन्दति || 4.38 ||', 'documents': [Document(metadata={'relevance_score': 0.99990237}, page_content='He who is perfected in Yoga finds it within the Self in due time. Question: Which is the best or highest purifier? Augmented Response: According to Bhagavad Gita Chapter 4, Verse 38, the best or highest purifier is knowledge (ज्ञान). The sloka associated with this answer is:\nन हि ज्ञानेन सदृशं पवित्रमिह विद्यते| तत्स्वयं योगसंसिद्धः कालेनात्मनि विन्दति || 4.38 ||  '), Document(metadata={'relevance_score': 2.178265e-05}, page_content='All actions in their entirety, O Arjuna, culminate in knowledge. Question: Which is the highest sacrifice? Augmented Response: According to Bhagavad Gita, Chapter 4, Verse 33, the highest sacrifice is wisdom-sacrifice (ज्ञान-यज्ञ), which is considered superior to the sacrifice with material objects. The sloka associated with this answer is:\nश्रेयान्द्रव्यमयाद्यज्ञाज्ज्ञानयज्ञः परन्तप| सर्वं कर्माखिलं पार्थ ज्ञाने परिसमाप्यते || 4.33 ||  '), Document(metadata={'relevance_score': 9.00981e-06}, page_content='Chapter 15, Verse 18:\nSanskrit_Slokas: यस्मात्क्षरमतीतोऽहमक्षरादपि चोत्तमः| अतोऽस्मि लोके वेदे च प्रथितः पुरुषोत्तमः || 15.18 || \nTranslation: As I transcend the perishable and am even higher than the imperishable, I am declared to be the highest Purusha in the world and in the Vedas. Question: Why is God called purushottama or the supreme person? Augmented Response: According to Bhagavad Gita, Chapter 15, Verse 18, God (भगवान) is called Purushottama (the supreme person) because He transcends the perishable and is even higher than the imperishable, being declared as the highest Purusha in the world and in the Vedas.')]}",38,38,4,4,0.21999999539200013,0.8490934371948242,0.55534166,0.028407556024284113,[1.0],[1.0]
Bhagwad Gita,"According to Bhagavad Gita Chapter 2, Verse 32, it is the battle that comes of its own accord, which is an open door to heaven, that leads a Kshatriya warrior to heaven.

The sloka associated with this answer is:
यदृच्छया चोपपन्नं स्वर्गद्वारमपावृतम्| सुखिनः क्षत्रियाः पार्थ लभन्ते युद्धमीदृशम् || 2.32 ||  ","{'generation': 'According to Bhagavad Gita Chapter 2, Verse 32, a Kshatriya warrior is led to heaven by a battle that comes of its own accord, which is considered an open door to heaven.', 'extracted_info': 'Relevant Information: Chapter: 2 Verse: 32 Sanskrit Slokas: यदृच्छया चोपपन्नं स्वर्गद्वारमपावृतम्| सुखिनः क्षत्रियाः पार्थ लभन्ते युद्धमीदृशम् ||', 'documents': [Document(metadata={'relevance_score': 0.99999535}, page_content='Question: What leads a Kshatriya warrior to heaven? Augmented Response: According to Bhagavad Gita Chapter 2, Verse 32, it is the battle that comes of its own accord, which is an open door to heaven, that leads a Kshatriya warrior to heaven. The sloka associated with this answer is:\nयदृच्छया चोपपन्नं स्वर्गद्वारमपावृतम्| सुखिनः क्षत्रियाः पार्थ लभन्ते युद्धमीदृशम् || 2.32 ||  '), Document(metadata={'relevance_score': 0.08586246}, page_content='Augmented Response: According to Bhagavad Gita Chapter 2, Verse 31, the greatest duty of a Kshatriya warrior is a righteous war. The sloka associated with this answer is:\nस्वधर्ममपि चावेक्ष्य न विकम्पितुमर्हसि| धर्म्याद्धि युद्धाछ्रेयोऽन्यत्क्षत्रियस्य न विद्यते || 2.31 ||  ')]}",32,32,2,2,0.5190839649088049,0.9380902051925659,0.82992923,0.19622666476759676,[1.0],[0.6666666666666666]
Bhagwad Gita,"According to Bhagavad Gita, Chapter 17, Verse 6, the speaker Bhagavan (God) says: ""Know thou these to be of demonical resolves, senselessly torturing all the elements in the body and Me who dwell in the body.""

Based on this verse, it can be concluded that performing extreme austerities is not advisable. The verse suggests that such actions are ""demonical"" and ""senselessly torturing"" the body and the divine presence within.

The sloka associated with this answer is:
कर्षयन्तः शरीरस्थं भूतग्राममचेतसः| मां चैवान्तःशरीरस्थं तान्विद्ध्यासुरनिश्चयान् || 17.6 || ","{'generation': 'No, it is not advisable, good, or beneficial to perform extreme austerities, as they are considered ""demonical"" and ""senselessly torturing"" the body and the divine presence within, according to Bhagavad Gita, Chapter 17, Verse 6.', 'extracted_info': 'Relevant Information: Chapter: 17 Verse: 6 Sanskrit Slokas: कर्षयन्तः शरीरस्थं भूतग्राममचेतसः| मां चैवान्तःशरीरस्थं तान्विद्ध्यासुरनिश्चयान् || 17.6 ||', 'documents': [Document(metadata={'relevance_score': 0.9999943}, page_content='Chapter 17, Verse 6:\nSanskrit_Slokas: कर्षयन्तः शरीरस्थं भूतग्राममचेतसः| मां चैवान्तःशरीरस्थं तान्विद्ध्यासुरनिश्चयान् || 17.6 || \nTranslation: Know thou these to be of demonical resolves, senselessly torturing all the elements in the body and Me who dwell in the body. Question: Is it advisable to perform extreme austerities? Is it good to perform extreme austerities? Is it beneficial to perform extreme austerities? Augmented Response: According to Bhagavad Gita, Chapter 17, Verse 6, the speaker Bhagavan (God) says: ""Know thou these to be of demonical resolves, senselessly torturing all the elements in the body and Me who dwell in the body.""\n\nBased on this verse, it can be concluded that performing extreme austerities is not advisable. The verse suggests that such actions are ""demonical"" and ""senselessly torturing"" the body and the divine presence within.'), Document(metadata={'relevance_score': 0.8113773}, page_content='What is considered to be austerity of rajas? Augmented Response: According to Bhagavad Gita, Chapter 17, Verse 18, austerity (tapas) that is practiced with the aim of gaining good reception, honor, and worship, and with hypocrisy is considered to be Rajasic austerity. The sloka associated with this answer is:\nसत्कारमानपूजार्थं तपो दम्भेन चैव यत्| क्रियते तदिह प्रोक्तं राजसं चलमध्रुवम् || 17.18 || '), Document(metadata={'relevance_score': 0.6757646}, page_content='Chapter 17, Verse 14:\nSanskrit_Slokas: देवद्विजगुरुप्राज्ञपूजनं शौचमार्जवम्| ब्रह्मचर्यमहिंसा च शारीरं तप उच्यते || 17.14 || \nTranslation: Worship of the gods, the twice-born, the teachers, and the wise; purity, straightforwardness, celibacy, and non-injury are all called the austerities of the body. Question: What is considered to be austerity of the body?')]}",6,6,17,17,0.38926173997747854,0.9210378527641296,0.68279064,0.1726784101827611,[1.0],[1.0]
Patanjali Yoga Sutras,"According to Patanjali Yoga Sutras, Chapter 3, Verse 33, knowledge about everything can be gained through intuition (pratyabhijñā). Intuition is a foreground of discriminative knowledge that allows one to gain knowledge of all.

The Sanskrit sloka associated with this answer is:
प्रातिभाद्वा सर्वम्","{'generation': ""According to Patanjali Yoga Sutras, knowledge about everything can be gained through intuition (pratyabhijñā), which is a foreground of discriminative knowledge that allows one to gain knowledge of all. While it's theoretically possible to know about everything, the importance of intuition lies in its ability to provide insight into and knowledge of things that may not be immediately apparent or visible. However, it's essential to note that achieving complete knowledge of everything may be a challenging, if not impossible, feat."", 'extracted_info': 'Relevant Information: Chapter: 3 Verse: 33 Sanskrit Slokas: प्रातिभाद्वा सर्वम्', 'documents': [Document(metadata={'relevance_score': 0.9999871}, page_content='Can one know about everything? What is the importance of intuition? Augmented Response: According to Patanjali Yoga Sutras, Chapter 3, Verse 33, knowledge about everything can be gained through intuition (pratyabhijñā). Intuition is a foreground of discriminative knowledge that allows one to gain knowledge of all. The Sanskrit sloka associated with this answer is:\r\nप्रातिभाद्वा सर्वम्'), Document(metadata={'relevance_score': 0.95861524}, page_content='Chapter 3, Verse 33:\nSanskrit_Slokas: प्रातिभाद्वा सर्वम्\nTranslation: Or, intuition (a foreground of districrinatory knowledge) may bring about knowlede of all. Question: How does knowledge about everything gained?'), Document(metadata={'relevance_score': 0.011687257}, page_content=""This suggests that by focusing one's attention inwardly and shining the light of awareness on the subtle, concealed, and remote aspects of existence, one can gain insight into and knowledge of things that may not be immediately apparent or visible. The Sanskrit sloka associated with this answer is:\r\nप्रवृत्त्यालोकन्यासात्सूक्ष्मव्यवहितविप्रकृष्टज्ञानम्"")]}",33,33,3,3,0.4179104436344398,0.912609875202179,0.88933855,0.08799110757299028,[1.0],[1.0]
Patanjali Yoga Sutras,"Based on Chapter 1, Verse 17 of the Patanjali Yoga Sutras, the levels of meditative absorption (or elevated cognition) are:

1. Analytical thinking (वितर्क, vitarka)
2. Insight (विचार, vicāra)
3. Bliss (अनंद, ananda)
4. Sense of self (अस्मितारूप, āsmi-tā-rūpa)

These four levels are sequential stages of meditative absorption, which are essential for stilling the mind and achieving higher states of consciousness.

The Sanskrit sloka associated with this answer is:
वितर्कविचारानन्दास्मितारूपानुगमात्संप्रज्ञातः","{'generation': 'The levels of meditative absorption, also referred to as elevated cognition or Sabija Samadhi, are: 1. Analytical thinking (वितर्क, vitarka), 2. Insight (विचार, vichara), 3. Bliss (आनन्द, ananda), and 4. Sense of self (आस्मित, asmita). The four stages of Sabija Samadhi are: 1. Savitarka, 2. Nirvitarka, 3. Savichara, and 4. Nirvichara.', 'extracted_info': 'Relevant Information: Chapter: 1 Verse: 17 Sanskrit Slokas: वितर्कविचारानन्दास्मितारूपानुगमात्संप्रज्ञातः', 'documents': [Document(metadata={'relevance_score': 0.99996626}, page_content='Chapter 1, Verse 17:\nSanskrit_Slokas: वितर्कविचारानन्दास्मितारूपानुगमात्संप्रज्ञातः\nTranslation: Initially, the process of stilling the mind involves four levels of elevated cognition, including analytical thinking, insight, bliss, and the sense of self. Question: What are the levels of meditative absorbtion? What are the stages of meditative absorbtion? Augmented Response: Based on Chapter 1, Verse 17 of the Patanjali Yoga Sutras, the levels of meditative absorption (or elevated cognition) are:\r\n\r\n1. Analytical thinking (वितर्क, vitarka)\r\n2.'), Document(metadata={'relevance_score': 0.9982993}, page_content='Chapter 1, Verse 46:\nSanskrit_Slokas: ता एव सबीजः समाधिः\nTranslation: The four atages of awareness (mentioned above) - savitarka*, nirvitarka*, savichara* and nirvichara *- are referred to as meditative absorption that contains latent impressions (seeds). Question: What name is given to the all these higher level of meditative absorption collectively? What are the higher levels of meditative absorption collectively reffered to as? What is sabija samadhi? What are the four stages of sabija samadhi? Augmented Response: According to Chapter 1, Verse 46 of the Patanjali Yoga Sutras, the collective name given to the higher levels of meditative absorption is ""Sabija Samadhi"". Sabija Samadhi refers to meditative absorption that contains latent impressions (seeds). The four stages of Sabija Samadhi are:\r\n\r\n1. Savitarka\r\n2.'), Document(metadata={'relevance_score': 0.99680245}, page_content='What happens at the highest level of meditative absorption? Augmented Response: According to Patanjali Yoga Sutras, Chapter 1, Verse 18, the last level of meditative absorption is the ""samskara"" or latent impressions in the subconscious mind. At this highest level of meditative absorption, the four types of cognition (vritti) gradually disappear, leaving only these latent impressions behind. The Sanskrit sloka associated with this answer is:\r\nविरामप्रत्ययाभ्यासपूर्वः संस्कारशेषोऽन्यः')]}",17,17,1,1,0.3333333290699929,0.889668345451355,0.7981257,0.05934198566660583,[1.0],[1.0]
Patanjali Yoga Sutras,"According to Patanjali Yoga Sutras, chapter 3, verse 50, self-mastery (omniscience and mastery) is not the direct cause of happiness. In fact, the sutra states that even detachment from this self-mastery is required for the realization of kaivalya, or pristine consciousness. This suggests that self-mastery may not be the primary source of happiness.

The Sanskrit sloka associated with this answer is:
तद्वैराग्यादपि दोषबीजक्षये कैवल्यम्","{'generation': 'According to Patanjali Yoga Sutras, chapter 3, verse 50, self-mastery is not the direct cause of happiness. In fact, detachment from self-mastery is required for the realization of kaivalya, or pristine consciousness. This suggests that self-mastery may not be the primary source of happiness.', 'extracted_info': 'Relevant Information: Chapter: 3 Verse: 50 Sanskrit Slokas: तद्वैराग्यादपि दोषबीजक्षये कैवल्यम्', 'documents': [Document(metadata={'relevance_score': 0.99998033}, page_content='Chapter 3, Verse 50:\nSanskrit_Slokas: तद्वैराग्यादपि दोषबीजक्षये कैवल्यम्\nTranslation: When one detaches even from this omniscience and mastery, and the seeds of suffering decay, and pristine consciousness realizes its independent existence (state of kaivalya*). Question: Does self-mastery lead to happiness? Augmented Response: According to Patanjali Yoga Sutras, chapter 3, verse 50, self-mastery (omniscience and mastery) is not the direct cause of happiness. In fact, the sutra states that even detachment from this self-mastery is required for the realization of kaivalya, or pristine consciousness. This suggests that self-mastery may not be the primary source of happiness.'), Document(metadata={'relevance_score': 0.0012399962}, page_content='How can we gain mastery over ourselves? Augmented Response: According to Chapter 3, Verse 49 of the Patanjali Yoga Sutras, one can become the knower of all and gain authority over existence by perceiving the distinction between pure awareness (sat-tva) and the intellect (purusha-an-yat-akhya-tim-atras). The Sanskrit sloka associated with this answer is:\r\nसत्त्वपुरुषान्यताख्यातिमात्रस्य सर्वभावाधिष्ठातृत्वं सर्वज्ञातृत्वं च'), Document(metadata={'relevance_score': 0.0012065896}, page_content='Question: How can one enjoy endless happiness? Augmented Response: According to Bhagavad Gita 5:21, one can enjoy endless happiness by engaging the self in the meditation of Brahman (the ultimate reality) and being unattached to external contacts. The sloka associated with this answer is:\nबाह्यस्पर्शेष्वसक्तात्मा विन्दत्यात्मनि यत्सुखम्| स ब्रह्मयोगयुक्तात्मा सुखमक्षयमश्नुते || 5.21 ||  ')]}",50,50,3,3,0.440677961172077,0.9259461164474487,0.8961335,0.14533506628910828,[1.0],[nan]
Patanjali Yoga Sutras,"Based on Patanjali Yoga Sutras, Chapter 2, Verse 46, the psychophysical posture (Asana) is qualified as that which actualizes both steadiness (Sthiras) and ease (Sukham). In this context, Asana refers to a physical posture that is practiced with awareness, control, and balance, bringing about a state of internal harmony and stability.

The qualities of psychophysical posture, as mentioned in this verse, are:

1. Steadiness (Sthiras): Stability, firmness, and immobility of the body and mind.
2. Ease (Sukham): Smoothness, gentleness, and comfort, both physically and mentally.

A psychophysical posture that embodies these qualities allows for a sense of balance, relaxation, and inner awareness, preparing the practitioner for further spiritual practices.

The Sanskrit sloka associated with this answer is:
स्थिरसुखमासनम्","{'generation': 'A psychophysical posture (Asana) is qualified as that which actualizes both steadiness (Sthiras) and ease (Sukham). The qualities of psychophysical posture are steadiness, stability, and firmness of the body and mind, and ease, smoothness, gentleness, and comfort, both physically and mentally.', 'extracted_info': 'Relevant Information: Chapter: 2 Verse: 46 Sanskrit Slokas: स्थिरसुखमासनम्', 'documents': [Document(metadata={'relevance_score': 0.9999914}, page_content='Chapter 2, Verse 46:\nSanskrit_Slokas: स्थिरसुखमासनम्\nTranslation: The body should actualize both steadiness and ease during a psychophysical posture. Question: What qualifies as psychophysical posture? What are the qualities of psychophysical posture? Augmented Response: Based on Patanjali Yoga Sutras, Chapter 2, Verse 46, the psychophysical posture (Asana) is qualified as that which actualizes both steadiness (Sthiras) and ease (Sukham). In this context, Asana refers to a physical posture that is practiced with awareness, control, and balance, bringing about a state of internal harmony and stability. The qualities of psychophysical posture, as mentioned in this verse, are:\r\n\r\n1. Steadiness (Sthiras): Stability, firmness, and immobility of the body and mind. 2. Ease (Sukham): Smoothness, gentleness, and comfort, both physically and mentally. A psychophysical posture that embodies these qualities allows for a sense of balance, relaxation, and inner awareness, preparing the practitioner for further spiritual practices.'), Document(metadata={'relevance_score': 0.9478657}, page_content='Chapter 2, Verse 47:\nSanskrit_Slokas: प्रयत्नशैथिल्यानन्तसमापत्तिभ्याम्\nTranslation: This is possible when all effort is relaxed, and a sense of unity between the body and the infinite universe emerges. Question: What is the means to achieve psychophysical posture? What is the method to establish oneself in psychophysical posture? Augmented Response: According to Patanjali Yoga Sutras, Chapter 2, Verse 47, the means to achieve psychophysical posture is ""prayatna-shaithilya"" (all effort is relaxed). This means that one should let go of all physical and mental tension, allowing the body and the infinite universe to come into a sense of unity.'), Document(metadata={'relevance_score': 0.87482774}, page_content='WHat is the fruit of performing asana? What is the effect of psychophysical posture? What does practice of psychophysical posture result in? Augmented Response: Based on the Patanjali Yoga Sutras, Chapter 2, Verse 48, the answer is:\r\n\r\nThe marker to gauge the success in psychophysical posture (asana) is that the dualities of opposites no longer disturb one (ततो द्वंद्वानभिघातः). The Sanskrit sloka associated with this answer is:\r\nततो द्वंद्वानभिघातः')]}",46,46,2,2,0.3624999950382813,0.8898402452468872,0.89063907,0.11398594366735854,[1.0],[1.0]
Patanjali Yoga Sutras,"Based on Chapter 2, Verse 18 of the Patanjali Yoga Sutras, the answer is:

The characteristics of Drishya (the seen) are luminosity (sattva), activity (rajas), and inertia (tamas). The world is composed of elements and senses. The relationship between the Seer (Drasta) and the Seen (Drishya) is that the Seer perceives the phenomenal world through awareness. The cause of sensual experience is the composition of the world, which serves the purpose of both sensual experience and liberation.

The Sanskrit sloka associated with this answer is:
प्रकाशक्रियास्थितिशीलं भूतेन्द्रियात्मकं भोगापवर्गार्थं दृश्यम्","{'generation': 'Here is the answer:\n\nThe characteristics of Drishya (the seen) are luminosity (sattva), activity (rajas), and inertia (tamas). The world is composed of elements and senses. The relationship between the Seer (Drasta) and the Seen (Drishya) is that the Seer perceives the phenomenal world through awareness. The cause of sensual experience is the composition of the world, which serves the purpose of both sensual experience and liberation.', 'extracted_info': 'Based on the retrieved documents, the most relevant information is:\n\nRelevant Information: Chapter: 2 Verse: 18 Sanskrit Slokas: प्रकाशक्रियास्थितिशीलं भूतेन्द्रियात्मकं भोगापवर्गार्थं दृश्यम्', 'documents': [Document(metadata={'relevance_score': 0.9999981}, page_content='Chapter 2, Verse 18:\nSanskrit_Slokas: प्रकाशक्रियास्थितिशीलं भूतेन्द्रियात्मकं भोगापवर्गार्थं दृश्यम्\nTranslation: The phenomenal world that awareness perceives is characterized by luminosity (sattva), activity (rajas), and inertia (tamas), and is composed of - elements and senses, and serves the purpose of both sensual experience as well as liberation (to drasta*). Question: What are the characteristics of Drishya (the seen)? What is the relationship between the Seer and the Seen (Drasta and the Drishya)? What is the world composed of? What is the cause of sensual experience? Augmented Response: Based on Chapter 2, Verse 18 of the Patanjali Yoga Sutras, the answer is:\r\n\r\nThe characteristics of Drishya (the seen) are luminosity (sattva), activity (rajas), and inertia (tamas). The world is composed of elements and senses. The relationship between the Seer (Drasta) and the Seen (Drishya) is that the Seer perceives the phenomenal world through awareness. The cause of sensual experience is the composition of the world, which serves the purpose of both sensual experience and liberation.'), Document(metadata={'relevance_score': 0.84363765}, page_content='Chapter 2, Verse 19:\nSanskrit_Slokas: विशेषाविशेषलिङ्गमात्रालिङ्गानि गुणपर्वाणि\nTranslation: The various levels of existence - whether they are  differentiated, undifferentiated, distinct or indistinct - are all expressions of the basic characteristics inherent in nature (gunas*). Question: What are the levels of Drishya (the seen)? What are the levels of nature? Augmented Response: According to Patanjali Yoga Sutras, Chapter 2, Verse 19:\r\n\r\nविशेषाविशेषलिङ्गमात्रालिङ्गानि गुणपर्वाणि\r\n\r\nThe various levels of existence - whether they are differentiated, undifferentiated, distinct or indistinct - are all expressions of the basic characteristics inherent in nature (gunas*). The levels of Drishya (the seen) are:\r\n\r\n* विशेष (differentiated)\r\n* अविशेष (undifferentiated)\r\n* लिङ्गमात्र (distinct)\r\n* अलिङ्ग (indistinct)\r\n\r\nThe levels of nature (gunas*) are the basic characteristics that underlie all these levels of existence.'), Document(metadata={'relevance_score': 0.028167473}, page_content='Chapter 2, Verse 20:\nSanskrit_Slokas: द्रष्टा दृशिमात्रः शुद्धोऽपि प्रत्ययानुपश्यः\nTranslation: Pure awareness (drashta*) is simply the act of seeing (hence called seer), but it typically appears to function through the perceiving mind despite its purity. Question: What are the attributes of Drishta (the Seer)? What are the attributes of consciousness? What are the attributes of awareness? Augmented Response: Based on Patanjali Yoga Sutras, Chapter 2, Verse 20, the attributes of Drishta (the Seer) are:\r\n\r\n* Pure awareness\r\n* Simple act of seeing\r\n* Purity\r\n\r\nThe attributes of consciousness (Drashta) are not explicitly mentioned in this verse. However, we can infer that consciousness is not described as having any attributes, as it is simply referred to as ""pure awareness"" or ""the act of seeing"".')]}",18,18,2,2,0.6212121162408173,0.9280859231948853,0.870457,0.4138277986567701,[0.7142857142857143],[nan]
Patanjali Yoga Sutras,"According to Chapter 3, Verse 48, yes, through the practice of Yoga (samyama over sense organs), one can acquire the ability to perceive things beyond the range of the senses, including body-independent perception and control over fundamental facets of matter (mula prakriti*).

The Sanskrit sloka associated with this answer is:
ततो मनोजवित्वं विकरण भावः प्रधानजयश्च","{'generation': 'According to Chapter 3, Verse 48 of the Yoga Sutras, yes, through the practice of Yoga (samyama over sense organs), one can acquire the ability to perceive things beyond the range of the senses, including body-independent perception and control over fundamental facets of matter (mula prakriti*).', 'extracted_info': 'Relevant Information: Chapter: 3 Verse: 48 Sanskrit Slokas: ततो मनोजवित्वं विकरण भावः प्रधानजयश्च', 'documents': [Document(metadata={'relevance_score': 0.9999893}, page_content='Chapter 3, Verse 48:\nSanskrit_Slokas: ततो मनोजवित्वं विकरण भावः प्रधानजयश्च\nTranslation: By doing that (samyama over sense organs) one also accquires ability to travel with the speed of thought, body independant perception and control over fundamental facets of matter (mula prakriti*). Question: Can we perceive things beyond the senses through Yoga? Augmented Response: According to Chapter 3, Verse 48, yes, through the practice of Yoga (samyama over sense organs), one can acquire the ability to perceive things beyond the range of the senses, including body-independent perception and control over fundamental facets of matter (mula prakriti*).'), Document(metadata={'relevance_score': 0.9308365}, page_content='Regarding the question of gaining control over the senses by Yoga, the answer is yes. According to the verse, one can gain control over the sense organs (indriyas) by practicing samyama (a combination of dharana, dhyana, and samadhi) on the various aspects of the sense organs, including their inherent qualities (gunas), properties, and the individuating principle (asmita). This suggests that Yoga can help develop self-awareness and self-control, ultimately leading to mastery over the senses. The Sanskrit sloka associated with this answer is:\r\nग्रहणस्वरूपास्मितान्वयार्थवत्त्वसंयमादिन्द्रियजयः'), Document(metadata={'relevance_score': 0.23863891}, page_content='Chapter 5, Verse 9:\nSanskrit_Slokas: प्रलपन्विसृजन्गृह्णन्नुन्मिषन्निमिषन्नपि| इन्द्रियाणीन्द्रियार्थेषु वर्तन्त इति धारयन् || 5.9 ||  \nTranslation: Speaking, letting go, seizing, opening, and closing the eyes, one should be convinced that the senses move among the sense-objects. Question: Can the senses perceive the mind? Augmented Response: According to Bhagavad Gita, Chapter 5, Verse 9, spoken by भगवान (Bhagavan), the senses do not perceive the mind. The verse states: ""Speaking, letting go, seizing, opening, and closing the eyes, one should be convinced that the senses move among the sense-objects."" This implies that the senses operate on external objects and not on the internal mind.')]}",48,48,3,3,0.3333333287052342,0.932185173034668,0.79890335,0.13306371423215058,[nan],[1.0]
